"stationId","stationName","state","wfo","radar","timeZoneId","latitude","longitude"
"PADK","Adak Island, Adak Airport","AK","AFC","null","America/Adak",51.87778,-176.64583
"PADQ","Kodiak, Kodiak Airport","AK","AFC","AKC","America/Anchorage",57.75,-152.5
"PAFM","Ambler, Ambler Airport","AK","AFG","null","America/Anchorage",67.1,-157.85
"PAGN","Angoon","AK","AJK","ACG","US/Alaska",57.5,-134.58333
"PAWI","Wainwright, Wainwright Airport","AK","AFG","null","America/Anchorage",70.63333,-159.85
"PAKN","King Salmon, King Salmon Airport","AK","AFC","AKC","America/Anchorage",58.67667,-156.64917
"PAKP","Anaktuvuk Pass, Anaktuvuk Pass Airport","AK","AFG","null","America/Anchorage",68.13361,-151.74333
"PAKW","Klawock - Klawock Airport","AK","AJK","ACG","US/Alaska",55.5839,-133.067
"PANC","Anchorage, Ted Stevens Anchorage International Airport","AK","AFC","AHG","America/Anchorage",61.17444,-149.99611
"PANI","Aniak, Aniak Airport","AK","AFC","ABC","America/Anchorage",61.58139,-159.54278
"PANT","Annette Island Airport","AK","AJK","ACG","America/Metlakatla",55.03835,-131.57664
"PANV","Anvik, Anvik Airport","AK","AFG","ABC","America/Anchorage",62.64833,-160.18972
"PAPB","St. George, St. George Airport","AK","AFC","null","America/Nome",56.57861,-169.66139
"PARC","Arctic Village, Arctic Village Airport","AK","AFG","null","America/Anchorage",68.11444,-145.57917
"PAZK","Eureka, Skelton Airport","AK","AFC","AHG","America/Anchorage",61.93333,-147.16667
"PABV","Birchwood, Birchwood Airport","AK","AFC","AHG","America/Anchorage",61.41667,-149.51667
"PABE","Bethel, Bethel Airport","AK","AFC","ABC","America/Anchorage",60.77972,-161.83778
"PABI","Delta Junction/Ft Greely, Allen Army Airfield","AK","AFG","APD","America/Anchorage",64,-145.73333
"PABR","Barrow, Wiley Post-Will Rogers Memorial Airport","AK","AFG","null","America/Anchorage",71.28528,-156.76583
"PABA","Barter Island, Barter Island LRRS Airport","AK","AFG","null","America/Anchorage",70.13389,-143.57694
"PABT","Bettles, Bettles Airport","AK","AFG","APD","America/Anchorage",66.91667,-151.51667
"PABL","Buckland, Buckland Airport","AK","AFG","AEC","America/Anchorage",65.98222,-161.15194
"PACD","Cold Bay, Cold Bay Airport","AK","AFC","null","America/Nome",55.22083,-162.72778
"PACV","Cordova, Merle K (Mudhole) Smith Airport","AK","AFC","AIH","America/Anchorage",60.49167,-145.47778
"PADL","Dillingham, Dillingham Airport","AK","AFC","AKC","America/Anchorage",59.05,-158.51667
"PADU","Unalaska, Unalaska Airport","AK","AFC","null","America/Nome",53.9,-166.53333
"PAEG","Eagle, Eagle Airport","AK","AFG","APD","America/Anchorage",64.77639,-141.15083
"PAEN","Kenai, Kenai Municipal Airport","AK","AFC","AHG","America/Anchorage",60.57306,-151.245
"PAEM","Emmonak, Emmonak Airport","AK","AFG","AEC","America/Nome",62.78333,-164.5
"PANN","Nenana Municipal Airport","AK","AFG","APD","America/Anchorage",64.54796,-149.08398
"PAFA","Fairbanks, Fairbanks International Airport","AK","AFG","APD","America/Anchorage",64.80389,-147.87611
"PFYU","Fort Yukon, Fort Yukon Airport","AK","AFG","APD","America/Anchorage",66.56667,-145.26667
"PAGA","Galena, Edward G. Pitka Sr. Airport","AK","AFG","null","America/Anchorage",64.73333,-156.93333
"PAGM","Gambell, Gambell Airport","AK","AFG","null","America/Nome",63.76667,-171.73333
"PAGB","Galbraith Lake, Galbraith Lake Airport","AK","AFG","null","America/Anchorage",68.48333,-149.48333
"PAGK","Gulkana, Gulkana Airport","AK","AFC","AIH","America/Anchorage",62.15,-145.45
"PAGS","Gustavus, Gustavus Airport","AK","AJK","ACG","America/Juneau",58.41667,-135.7
"PAHN","Haines - Haines Airport","AK","AJK","ACG","America/Juneau",59.2429,-135.5114
"PAHO","Homer, Homer Airport","AK","AFC","AHG","America/Anchorage",59.65,-151.48333
"PAHY","Hydaburg - Hydaburg Seaplane Base","AK","AJK","ACG","US/Alaska",55.2,-132.83333
"PAEC","Chulitna, Chulitna Airport","AK","AFC","AHG","America/Anchorage",62.88333,-149.83333
"PAIL","Iliamna, Iliamna Airport","AK","AFC","AKC","America/Anchorage",59.75,-154.9
"PAIN","McKinley Park, McKinley National Park Airport","AK","AFG","APD","America/Anchorage",63.73333,-148.91667
"PAJN","Juneau, Juneau International Airport","AK","AJK","ACG","America/Juneau",58.35472,-134.57611
"PAFE","Kake - Kake Airport","AK","AJK","ACG","America/Sitka",56.964,-133.913
"PASM","St. Mary's, St. Mary's Airport","AK","AFG","ABC","America/Nome",62.05,-163.3
"PAKT","Ketchikan, Ketchikan International Airport","AK","AJK","ACG","US/Alaska",55.35556,-131.71361
"PALH","Anchorage, Lake Hood Seaplane Base","AK","AFC","AHG","America/Anchorage",61.18333,-149.96667
"PAMC","McGrath, McGrath Airport","AK","AFG","null","America/Anchorage",62.96667,-155.61667
"PAMD","Middleton Island Airport","AK","AFC","AIH","America/Anchorage",59.4423,-146.3166
"PAMH","Minchumina, Minchumina Airport","AK","AFG","APD","America/Anchorage",63.88056,-152.30056
"PAMO","Mountain Village","AK","AFG","ABC","America/Nome",62.0953,-163.6819
"PAMR","Anchorage, Merrill Field Airport","AK","AFC","AHG","America/Anchorage",61.21667,-149.85
"PAMY","Mekoryuk, Mekoryuk Airport","AK","AFC","ABC","America/Nome",60.36667,-166.26667
"PAOM","Nome, Nome Airport","AK","AFG","AEC","America/Nome",64.51194,-165.445
"PAOH","Hoonah - Hoonah Seaplane Base","AK","AJK","ACG","America/Juneau",58.097,-135.414
"PAOR","Northway, Northway Airport","AK","AFG","null","America/Anchorage",62.96111,-141.92889
"PAOT","Ralph Wien Memorial Airport","AK","AFG","AEC","America/Nome",66.88576,-162.60624
"PAAQ","Palmer, Palmer Municipal Airport","AK","AFC","AHG","America/Anchorage",61.6,-149.08333
"PAPO","Point Hope, Point Hope Airport","AK","AFG","null","America/Nome",68.35,-166.8
"PPIZ","Point Lay, Point Lay LRRS Airport","AK","AFG","null","America/Nome",69.71667,-163
"PALJ","Port Alsworth, Port Alsworth Airport","AK","AFC","AHG","America/Anchorage",60.2,-154.31667
"PAPH","Port Heiden, Port Heiden Airport","AK","AFC","AKC","America/Anchorage",56.95,-158.63333
"PAPT","Puntilla","AK","AFC","AHG","America/Anchorage",62.1,-152.75
"PASC","Deadhorse, Deadhorse Airport","AK","AFG","null","America/Anchorage",70.2,-148.46667
"PASD","Sand Point","AK","AFC","null","America/Anchorage",55.31667,-160.51667
"PAGY","Skagway","AK","AJK","ACG","America/Juneau",59.4544,-135.3263
"PASH","Shishmaref, Shishmaref Airport","AK","AFG","AEC","US/Alaska",66.26667,-166.08333
"PASI","Sitka - Sitka Airport","AK","AJK","ACG","US/Alaska",57.048,-135.3647
"PASL","Sleetmute","AK","AFC","ABC","America/Anchorage",61.69735,-157.16712
"PASN","St. Paul Island, St. Paul Island Airport","AK","AFC","null","America/Nome",57.16667,-170.21667
"PASA","Savoonga Airport","AK","AFG","AEC","America/Nome",63.68333,-170.5
"PAWD","Seward","AK","AFC","AHG","America/Anchorage",60.11667,-149.45
"PASX","Soldotna","AK","AFC","AHG","America/Anchorage",60.48333,-151.03333
"PATA","Tanana, Calhoun Memorial Airport","AK","AFG","APD","America/Anchorage",65.16667,-152.1
"PATK","Talkeetna, Talkeetna Airport","AK","AFC","AHG","America/Anchorage",62.32056,-150.09361
"PATG","Togiac Village, Togiak Airport","AK","AFC","ABC","US/Alaska",59.05,-160.4
"PAKU","Kuparuk, Ugnu-Kuparuk Airport","AK","AFG","null","America/Anchorage",70.31667,-149.58333
"PAUN","Unalakleet","AK","AFG","AEC","America/Anchorage",63.88333,-160.8
"PAVD","Valdez 2","AK","AFC","AIH","America/Anchorage",61.13333,-146.26667
"PAWG","Wrangell","AK","AJK","ACG","America/Sitka",56.48333,-132.36667
"PAWN","Noatak, Noatak Airport","AK","AFG","null","America/Nome",67.56667,-162.98333
"PAYA","Yakutat","AK","AJK","null","America/Yakutat",59.51667,-139.66667
"PAPG","Petersburg","AK","AJK","ACG","America/Sitka",56.8017,-132.9453
"PARY","Ruby","AK","AFG","null","America/Anchorage",64.7272,-155.4697
"PAAK","Atka, Atka Airport","AK","AFC","null","America/Adak",52.22028,-174.20639
"PADE","Deering, Deering/New Airport","AK","AFG","AEC","America/Nome",66.08333,-162.75
"PAED","Anchorage, Elmendorf Air Force Base","AK","AFC","AHG","America/Anchorage",61.25306,-149.79389
"PAEI","Fairbanks, Eielson Air Force Base","AK","AFG","APD","America/Anchorage",64.65,-147.1
"PAFB","Fort Wainwright AAF","AK","AFG","APD","America/Anchorage",64.83667,-147.59556
"PAFR","Ft. Richardson / Bryant U. S. Army Heliport, Ak","AK","AFC","AHG","America/Anchorage",61.26667,-149.65
"PAGL","Golovin, Golovin Airport","AK","AFG","AEC","US/Alaska",64.54333,-163.03944
"PAII","Egegik, Egegik Airport","AK","AFC","AKC","America/Anchorage",58.18528,-157.38556
"PAIK","Kinana / Bob Baker Me","AK","AFG","null","America/Anchorage",66.98333,-160.43333
"PAJC","Chignik, Chignik Airport","AK","AFC","null","America/Anchorage",56.31139,-158.37333
"PAKV","Kaltag, Kaltag Airport","AK","AFG","AEC","America/Anchorage",64.31667,-158.73333
"PALP","Deadhorse, Alpine Airstrip","AK","AFG","null","America/Anchorage",70.33333,-150.93333
"PAPM","Platinum","AK","AFC","ABC","America/Anchorage",59.01667,-161.81667
"PAQT","Nuiqsut, Nuiqsut Airport","AK","AFG","null","America/Anchorage",70.21,-151.00556
"PASK","Selawik","AK","AFG","null","America/Anchorage",66.61667,-160
"PASO","Seldovia, Seldovia Airport","AK","AFC","AHG","America/Anchorage",59.45,-151.7
"PASY","Shemya, Eareckson AFB","AK","AFC","null","America/Adak",52.71667,174.11667
"PATO","Portage, Portage Glacier","AK","AFC","AHG","America/Anchorage",60.78333,-148.83333
"PAWS","Wasilla, Wasilla Airport","AK","AFC","AHG","America/Anchorage",61.57194,-149.54056
"PAHL","Huslia, Huslia Airport","AK","AFG","null","America/Anchorage",65.6975,-156.35111
"PAKI","Kipnuk, Kipnuk Airport","AK","AFC","ABC","America/Nome",59.93278,-164.03028
"PACM","Scammon Bay","AK","AFG","ABC","America/Nome",61.8453,-165.5713
"PADM","Marshall","AK","AFG","ABC","America/Nome",61.8643,-162.0261
"PAFS","Nikolai","AK","AFG","AHG","America/Anchorage",63.019,-154.358
"PAIG","Igiugig","AK","AFC","AKC","America/Anchorage",59.32395,-155.90235
"PAJZ","Koliganek","AK","AFC","AKC","America/Anchorage",59.727,-157.259
"PALG","Kalskag","AK","AFC","ABC","America/Anchorage",61.5364,-160.3414
"PAMB","Manokotak","AK","AFC","AKC","America/Anchorage",58.9902,-159.0499
"PAMK","St Michael","AK","AFG","AEC","America/Nome",63.48954,-162.11203
"PANW","New Stuyahok","AK","AFC","AKC","America/Anchorage",59.45,-157.328
"PAOO","Toksook Bay","AK","AFC","ABC","America/Nome",60.53352,-165.1143
"PAOU","Nelson Lagoon","AK","AFC","null","America/Anchorage",56.008,-161.16
"PARS","Russian Mission","AK","AFG","ABC","America/Anchorage",61.775,-161.3194
"PATQ","Atqasuk","AK","AFG","null","America/Anchorage",70.4673,-157.4357
"PFSH","Shaktoolik Airport","AK","AFG","AEC","America/Anchorage",64.3711,-161.224
"PFNO","Noorvik","AK","AFG","null","America/Anchorage",66.8175,-161.0223
"PAHX","Shageluk Airport","AK","AFG","ABC","America/Anchorage",62.6923,-159.5692
"PFWS","South Naknek Nr 2 Airport","AK","AFC","AKC","America/Anchorage",58.7021,-157.0026
"PFCL","Clarks Point Airport","AK","AFC","AKC","America/Anchorage",58.8337,-158.5294
"PAQH","Quinhagak Airport","AK","AFC","ABC","America/Anchorage",59.7551,-161.8454
"PANA","Napakiak Airport","AK","AFC","ABC","America/Anchorage",60.6903,-161.9785
"PAUT","Akun Airport","AK","AFC","null","America/Nome",54.1446,-165.6041
"PFKW","Kwethluk Airport","AK","AFC","ABC","America/Anchorage",60.7903,-161.4437
"PPIT","Nunapitchuk Airport","AK","AFC","ABC","America/Nome",60.906,-162.4406
"PAAD","Point Thomson Airstrip","AK","AFG","null","America/Anchorage",70.136,-146.2901
"K79J","Andalusia, Andalusia-Opp Municipal Airport","AL","MOB","EOX","America/Chicago",31.3,-86.38333
"KANB","Anniston Metro Airport","AL","BMX","BMX","America/Chicago",33.59045,-85.84789
"KAUO","Auburn-Opelika Airport","AL","BMX","MXX","America/Chicago",32.61667,-85.43333
"KBFM","Mobile, Mobile Downtown Airport","AL","MOB","MOB","America/Chicago",30.61389,-88.06333
"KBHM","Birmingham, Birmingham International Airport","AL","BMX","BMX","America/Chicago",33.56556,-86.745
"KDCU","Decatur, Pryor Field","AL","HUN","HTX","America/Chicago",34.65806,-86.94333
"KDHN","Dothan, Dothan Regional Airport","AL","TAE","EOX","America/Chicago",31.32139,-85.44972
"KEET","Alabaster, Shelby County Airport","AL","BMX","BMX","America/Chicago",33.17833,-86.78167
"KGAD","Gadsden, Gadsden Municipal Airport","AL","BMX","HTX","America/Chicago",33.96667,-86.08333
"KGZH","Evergreen, Middleton Field","AL","MOB","MOB","America/Chicago",31.41889,-87.04806
"KHEY","Hanchey AHP / Ozark","AL","TAE","EOX","America/Chicago",31.35,-85.66667
"KHSV","Huntsville, Huntsville International / Jones Field","AL","HUN","HTX","America/Chicago",34.64361,-86.78556
"KLOR","Fort Rucker, Lowe Army Heliport","AL","TAE","EOX","America/Chicago",31.35889,-85.74833
"KMDQ","Huntsville, Madison County Executive Airport","AL","HUN","HTX","America/Chicago",34.86139,-86.55722
"KMGM","Montgomery, Dannelly Field","AL","BMX","MXX","America/Chicago",32.30028,-86.40611
"KMOB","Mobile, Mobile Regional Airport","AL","MOB","MOB","America/Chicago",30.68833,-88.24556
"KMSL","Muscle Shoals, North West Alabama Regional Airport","AL","HUN","GWX","America/Chicago",34.74389,-87.59944
"KMXF","Maxwell Air Force Base / Montgomery","AL","BMX","MXX","America/Chicago",32.38333,-86.36667
"KOZR","Cairns Army Air Field / Ozark","AL","TAE","EOX","America/Chicago",31.27672,-85.71099
"KSXS","SCHELL AHP","AL","TAE","EOX","America/Chicago",31.35,-85.85
"KTCL","Tuscaloosa Regional Airport","AL","BMX","BMX","America/Chicago",33.21215,-87.61554
"KTOI","Troy, Troy Municipal Airport","AL","BMX","EOX","America/Chicago",31.86056,-86.01222
"KCMD","Cullman Regional Folsom Field","AL","HUN","HTX","America/Chicago",34.2687,-86.858
"K4A9","Fort Payne, Isbell Field Airport","AL","HUN","HTX","America/Chicago",34.47361,-85.72139
"KALX","Alexander City, Thomas C Russell Field Airport","AL","BMX","MXX","America/Chicago",32.91472,-85.96278
"KSEM","Craig Field / Selma","AL","BMX","BMX","America/Chicago",32.35,-86.98333
"K1M4","Haleyville, Posey Field Airport","AL","BMX","GWX","America/Chicago",34.28028,-87.60028
"K8A0","Albertville, Albertville Municipal Airport","AL","HUN","HTX","America/Chicago",34.22889,-86.25556
"K0J4","Florala, Florala Municipal Airport","AL","MOB","EVX","America/Chicago",31.0425,-86.31167
"KHUA","Redstone Airfield","AL","HUN","HTX","America/Chicago",34.6786,-86.6847
"KJKA","Jack Edwards Airport","AL","MOB","MOB","America/Chicago",30.2896,-87.6718
"KPRN","Mac Crenshaw Memorial Airport","AL","MOB","MXX","America/Chicago",31.8457,-86.6107
"KCQF","Sonny Callahan Airport","AL","MOB","MOB","America/Chicago",30.461,-87.877
"KEUF","Eufaula Municipal Airport","AL","BMX","EOX","America/Chicago",31.951,-85.129
"K4A6","Scottsboro Municipal Airport","AL","HUN","HTX","America/Chicago",34.68871,-86.00593
"KJFX"," Bevill Field","AL","BMX","GWX","America/Chicago",33.902,-87.31417
"KDYA","Demopolis Municipal Airport","AL","BMX","BMX","America/Chicago",32.4638,-87.9541
"K1A9","Prattville - Grouby Field","AL","BMX","MXX","America/Chicago",32.4387,-86.5127
"KASN","Talladega Municipal Airport","AL","BMX","BMX","America/Chicago",33.5695,-86.0512
"KEDN","Enterprise Municipal Airport","AL","TAE","EOX","America/Chicago",31.2982,-85.9048
"KSCD","Merkel Field Sylacauga Municipal Airport","AL","BMX","BMX","America/Chicago",33.1718,-86.3055
"KA08","Vaiden Fld Airport","AL","BMX","BMX","America/Chicago",32.5105,-87.3848
"KPLR","St Clair County Airport","AL","BMX","BMX","America/Chicago",33.5588,-86.2491
"KEKY","Bessemer Airport","AL","BMX","BMX","America/Chicago",33.3126,-86.9263
"KARG","Walnut Ridge Regional Airport","AR","LZK","NQA","America/Chicago",36.12562,-90.92148
"KASG","Springdale Municipal","AR","TSA","SRX","America/Chicago",36.18333,-94.11667
"KAWM","West Memphis, West Memphis Municipal Airport","AR","MEG","NQA","America/Chicago",35.13333,-90.23333
"KBPK","Baxter County Airport","AR","LZK","SGF","America/Chicago",36.37056,-92.47194
"KBVX","Batesville, Batesville Regional Airport","AR","LZK","LZK","America/Chicago",35.73333,-91.65
"KBYH","Eaker Air Force Base","AR","MEG","NQA","America/Chicago",35.96667,-89.95
"KCDH","Camden / Harrell Field","AR","LZK","LZK","America/Chicago",33.61667,-92.76667
"KDEQ","De Queen, J Lynn Helms Sevier County Airport","AR","SHV","SRX","America/Chicago",34.04694,-94.39944
"KELD","South Arkansas Regional Airport","AR","SHV","SHV","America/Chicago",33.22075,-92.814
"KFLP","Flippin, Marion County Regional Airport","AR","LZK","SGF","America/Chicago",36.3,-92.58333
"KFSM","Fort Smith Regional Airport","AR","TSA","SRX","America/Chicago",35.3335,-94.36524
"KFYV","Fayetteville, Drake Field","AR","TSA","SRX","America/Chicago",36.01028,-94.16778
"KHKA","Blytheville, Blytheville Municipal Airport","AR","MEG","NQA","America/Chicago",35.93889,-89.8325
"KHOT","Hot Springs, Memorial Field Airport","AR","LZK","LZK","America/Chicago",34.47806,-93.09611
"KHRO","Harrison, Boone County Airport","AR","LZK","SGF","America/Chicago",36.26167,-93.15472
"KJBR","Jonesboro, Jonesboro Municipal Airport","AR","MEG","NQA","America/Chicago",35.83722,-90.64306
"KLIT","Little Rock, Adams Field","AR","LZK","LZK","America/Chicago",34.72667,-92.23611
"KLLQ","Monticello, Monticello Municipal Airport/Ellis Field","AR","LZK","LZK","America/Chicago",33.63833,-91.75111
"KLRF","Little Rock Air Force Base","AR","LZK","LZK","America/Chicago",34.91667,-92.15
"KMWT","Mount Ida","AR","LZK","SRX","America/Chicago",34.55,-93.58333
"KPBF","Pine Bluff, Grider Field Airport","AR","LZK","LZK","America/Chicago",34.175,-91.93472
"KROG","Rogers - Rogers Executive Airport - Carter Field","AR","TSA","SGF","America/Chicago",36.36667,-94.1
"KRUE","Russelville Municipal Airport","AR","LZK","LZK","America/Chicago",35.25737,-93.09494
"KSGT","Stuttgart, Stuttgart Municipal Airport","AR","LZK","LZK","America/Chicago",34.6,-91.56667
"KSLG","Siloam Springs, Smith Field Airport","AR","TSA","INX","America/Chicago",36.2,-94.48333
"KSRC","Searcy Municipal Airport","AR","LZK","LZK","America/Chicago",35.21349,-91.73928
"KTXK","Texarkana, Texarkana Regional-Webb Field","AR","SHV","SHV","America/Chicago",33.45611,-93.9875
"KVBT","Bentonville, Bentonville Municipal Airport/Louise M Thaden Field","AR","TSA","SRX","America/Chicago",36.35,-94.21667
"KXNA","Northwest Arkansas Regional Airport","AR","TSA","SRX","America/Chicago",36.28977,-94.31145
"KMEZ","Mena, Mena Intermountain Municipal Airport","AR","LZK","SRX","America/Chicago",34.54528,-94.2025
"KM19","Newport, Newport Municipal Airport","AR","LZK","NQA","America/Chicago",35.6375,-91.17611
"KCCA","Clinton Memorial Airfield","AR","LZK","LZK","America/Chicago",35.598,-92.4516
"K4M9","Corning Municipal Airport","AR","MEG","NQA","America/Chicago",36.404,-90.648
"KADF","Dexter B Florence Memorial Field","AR","LZK","LZK","America/Chicago",34.0998,-93.0661
"KCXW","Conway - Cantrell Field","AR","LZK","LZK","America/Chicago",35.0199,-92.5551
"KSUZ","Saline County Regional Airport","AR","LZK","LZK","America/Chicago",34.59039,-92.47944
"NSTU","Pago Pago, AS, Samoa","AS","PPG","HWA","US/Samoa",-14.331,-170.7105
"KCGZ","Casa Grande, Casa Grande Municipal Airport","AZ","PSR","IWA","America/Phoenix",32.95,-111.76667
"KDMA","Davis-Monthan Air Force Base","AZ","TWC","EMX","America/Phoenix",32.16667,-110.88333
"KDUG","Bisbee Douglas International Airport","AZ","TWC","EMX","America/Phoenix",31.45838,-109.60676
"KDVT","Phoenix, Phoenix-Deer Valley Municipal Airport","AZ","PSR","IWA","America/Phoenix",33.69026,-112.06618
"KFFZ","Mesa / Falcon Field","AZ","PSR","IWA","America/Phoenix",33.46667,-111.73333
"KFHU","Fort Huachuca, Libby AAF Ft Huachuca","AZ","TWC","EMX","America/Phoenix",31.58333,-110.33333
"KFLG","Flagstaff Pulliam Airport","AZ","FGZ","FSX","America/Phoenix",35.14433,-111.66637
"KGXF","Gila Bend Air Force Auxiliary Field","AZ","PSR","IWA","America/Phoenix",32.8875,-112.72
"KGCN","Grand Canyon National Park Airport","AZ","FGZ","FSX","America/Phoenix",35.94582,-112.15538
"KGEU","Glendale, Glendale Municipal Airport","AZ","PSR","IWA","America/Phoenix",33.52722,-112.29528
"KGYR","Goodyear Municipal","AZ","PSR","IWA","America/Phoenix",33.41667,-112.38333
"KIFP","Bullhead City, Laughlin/Bullhead International Airport","AZ","VEF","ESX","America/Phoenix",35.1575,-114.55944
"KIGM","Kingman, Kingman Airport","AZ","VEF","ESX","America/Phoenix",35.25778,-113.93306
"KINW","Winslow, Winslow Municipal Airport","AZ","FGZ","FSX","America/Phoenix",35.02806,-110.72083
"KIWA","Phoenix-Mesa Gateway Airport","AZ","PSR","IWA","America/Phoenix",33.31667,-111.65
"KLUF","Luke Air Force Base / Phoenix","AZ","PSR","IWA","America/Phoenix",33.53333,-112.38333
"KNYL","Yuma, Marine Corps Air Station","AZ","PSR","YUX","America/Phoenix",32.65944,-114.59306
"KOLS","Nogales, Nogales International Airport","AZ","TWC","EMX","America/Phoenix",31.42083,-110.84583
"KPGA","Page, Page Municipal Airport","AZ","FGZ","ICX","America/Denver",36.92056,-111.44806
"KPHX","Phoenix, Phoenix Sky Harbor International Airport","AZ","PSR","IWA","America/Phoenix",33.427799,-112.003465
"KPRC","Prescott, Love Field","AZ","FGZ","FSX","America/Phoenix",34.64917,-112.42222
"KRQE","Window Rock, Window Rock Airport","AZ","FGZ","ABX","America/Denver",35.65,-109.06667
"KSAD","Safford, Safford Municipal Airport","AZ","TWC","EMX","America/Phoenix",32.85722,-109.63556
"KSDL","Scottsdale Airport","AZ","PSR","IWA","America/Phoenix",33.61235,-111.92316
"KSJN","St. Johns, St. Johns Industrial Airpark","AZ","FGZ","FSX","America/Phoenix",34.51833,-109.37917
"KSOW","Show Low, Show Low Regional Airport","AZ","FGZ","FSX","America/Phoenix",34.26528,-110.00556
"KTUS","Tucson, Tucson International Airport","AZ","TWC","EMX","America/Phoenix",32.13153,-110.95635
"KAZC","Colorado City, Colorado City Municipal Airport","AZ","VEF","ICX","America/Phoenix",36.95,-113
"KCHD","Chandler, Chandler Municipal Airport","AZ","PSR","IWA","America/Phoenix",33.26917,-111.81111
"KSEZ","Sedona Airport","AZ","FGZ","FSX","America/Phoenix",34.85,-111.78333
"KPAN","Payson Airport","AZ","FGZ","FSX","America/Phoenix",34.2568364,-111.3392558
"KCMR","Williams/Clark Memorial Airport","AZ","FGZ","FSX","America/Phoenix",35.3054722,-112.1943889
"KBXK","Buckeye Municipal Airport","AZ","PSR","IWA","America/Phoenix",33.4204,-112.6862
"KALK","Pioneer Airfield","AZ","TWC","EMX","America/Phoenix",31.60564,-110.4281
"KRYN","Tucson Ryan Field Airport","AZ","TWC","EMX","America/Phoenix",32.1422,-111.1746
"KP08","Coolidge Municipal Airport","AZ","PSR","IWA","America/Phoenix",32.9359,-111.4265
"KHII","Havasu City Airport","AZ","VEF","ESX","America/Phoenix",34.56595,-114.35224
"KAVQ","Tucson Marana Regional Airport","AZ","TWC","EMX","America/Phoenix",32.4096,-111.2184
"KJTC","Springerville Municipal Airport","AZ","FGZ","FSX","America/Phoenix",34.1294,-109.3109
"KA39","Ak-Chin Regional Airport","AZ","PSR","IWA","America/Phoenix",32.99,-111.91833
"KNOZ","Yuma Auxiliary Airfield","AZ","PSR","YUX","America/Phoenix",32.5,-114.45
"KTYL","Taylor Airport","AZ","FGZ","FSX","America/Phoenix",34.45272,-110.11503
"KAAT","Alturas","CA","MFR","MAX","America/Los_Angeles",41.48362,-120.5615
"KACV","Arcata / Eureka, Arcata Airport","CA","EKA","BHX","America/Los_Angeles",40.97806,-124.10861
"KAPC","Napa, Napa County Airport","CA","MTR","DAX","America/Los_Angeles",38.2075,-122.27944
"KBAB","Marysville, Beale Air Force Base","CA","STO","BBX","America/Los_Angeles",39.13333,-121.43333
"KBFL","Bakersfield, Meadows Field Airport","CA","HNX","HNX","America/Los_Angeles",35.43361,-119.05667
"KBIH","Bishop, Bishop Airport","CA","VEF","HNX","America/Los_Angeles",37.37111,-118.35806
"KBLH","Blythe, Blythe Airport","CA","PSR","YUX","America/Los_Angeles",33.61917,-114.71694
"KBLU","Emigrant Gap, Blue Canyon Nyack Airport","CA","STO","BBX","America/Los_Angeles",39.27611,-120.70806
"KBUR","Burbank - Bob Hope Airport","CA","LOX","VTX","America/Los_Angeles",34.19967,-118.36538
"KBYS","Fort Irwin/Barstow, Bicycle Lake Army Airfield","CA","VEF","EYX","America/Los_Angeles",35.28333,-116.61667
"KCCR","Concord, Buchanan Field","CA","MTR","DAX","America/Los_Angeles",37.99167,-122.05194
"KCEC","Crescent City, Jack McNamara Field Airport","CA","EKA","MAX","America/Los_Angeles",41.78028,-124.23667
"KCIC","Chico Municipal Airport","CA","STO","BBX","America/Los_Angeles",39.79879,-121.85795
"KCMA","Camarillo, Camarillo Airport","CA","LOX","VTX","America/Los_Angeles",34.21667,-119.08333
"KCNO","Chino, Chino Airport","CA","SGX","SOX","America/Los_Angeles",33.97556,-117.62361
"KCQT","Los Angeles / USC Campus Downtown","CA","LOX","SOX","America/Los_Angeles",34.02355,-118.29122
"KCRQ","Carlsbad, McClellan-Palomar Airport","CA","SGX","NKX","America/Los_Angeles",33.13,-117.27583
"KCZZ","Campo","CA","SGX","NKX","America/Los_Angeles",32.62611,-116.46833
"KDAG","Daggett, Barstow-Daggett Airport","CA","VEF","EYX","America/Los_Angeles",34.85361,-116.78667
"KEDW","Edwards Air Force Base","CA","HNX","EYX","America/Los_Angeles",34.91667,-117.9
"KEED","Needles, Needles Airport","CA","VEF","ESX","America/Los_Angeles",34.76611,-114.62333
"KEMT","El Monte","CA","LOX","SOX","America/Los_Angeles",34.08333,-118.03333
"KFAT","Fresno, Fresno Air Terminal","CA","HNX","HNX","America/Los_Angeles",36.78,-119.71944
"KFUL","Fullerton, Fullerton Municipal Airport","CA","SGX","SOX","America/Los_Angeles",33.87194,-117.98472
"KHHR","Hawthorne, Hawthorne Municipal Airport","CA","LOX","SOX","America/Los_Angeles",33.92361,-118.33194
"KHJO","Hanford Municipal Airport","CA","HNX","HNX","America/Los_Angeles",36.31145,-119.62315
"KHWD","Hayward, Hayward Air Terminal","CA","MTR","MUX","America/Los_Angeles",37.66083,-122.11833
"KIPL","Imperial, Imperial County Airport","CA","PSR","YUX","America/Los_Angeles",32.83417,-115.57861
"KLAX","Los Angeles, Los Angeles International Airport","CA","LOX","SOX","America/Los_Angeles",33.93806,-118.38889
"KLGB","Long Beach, Long Beach Airport","CA","LOX","SOX","America/Los_Angeles",33.81167,-118.14639
"KLPC","Lompoc, Lompoc Airport","CA","LOX","VBX","America/Los_Angeles",34.66667,-120.46667
