"stationId","stationName","state","wfo","radar","timeZoneId","latitude","longitude"
"KCQM","Cook Municipal Airport","MN","DLH","DLH","America/Chicago",47.81997,-92.68169
"KDLH","Duluth International Airport","MN","DLH","DLH","America/Chicago",46.84347,-92.1866
"KDTL","Detroit Lakes Airport-Wething Field","MN","FGF","MVX","America/Chicago",46.82854,-95.88567
"KDXX","Madison, Madison-Lac Qui Parle County Airport","MN","MPX","FSD","America/Chicago",44.98394,-96.17884
"KDYT","Duluth - Sky Harbor Airport","MN","DLH","DLH","America/Chicago",46.72452,-92.04448
"KELO","Ely, Ely Municipal Airport","MN","DLH","DLH","America/Chicago",47.81667,-91.83333
"KETH","Wheaton Municipal Airport","MN","ABR","ABR","America/Chicago",45.78284,-96.54607
"KEVM","Eveleth-Virginia Municipal Airport","MN","DLH","DLH","America/Chicago",47.4274,-92.49717
"KFCM","Minneapolis - Flying Cloud Airport","MN","MPX","MPX","America/Chicago",44.83217,-93.47051
"KFFM","Fergus Falls Municipal Airport-Einar Mickel","MN","FGF","MVX","America/Chicago",46.28655,-96.15338
"KFGN","Flag Island","MN","FGF","MVX","America/Chicago",49.31667,-94.9
"KFKA","Preston, Fillmore County Airport","MN","ARX","ARX","America/Chicago",43.67701,-92.17422
"KFOZ","Bigfork Municipal Airport","MN","DLH","DLH","America/Chicago",47.78317,-93.65326
"KFRM","Fairmont, Fairmont Municipal Airport","MN","MPX","MPX","America/Chicago",43.65,-94.41667
"KFSE","Fosston, Fosston Municipal Airport","MN","FGF","MVX","America/Chicago",47.59278,-95.77333
"KGHW","Glenwood Municipal Airport","MN","MPX","MPX","America/Chicago",45.64564,-95.31876
"KGNA","Grand Marais, The Bay of Grand Marais","MN","DLH","DLH","America/Chicago",47.7472,-90.3444
"KGPZ","Grand Rapids, Grand Rapids/Itasca County Airport-Gordon Newstrom Field","MN","DLH","DLH","America/Chicago",47.21667,-93.51667
"KGYL","Glencoe Municipal Airport","MN","MPX","MPX","America/Chicago",44.7588,-94.0905
"KHCD","Hutchinson, Hutchinson Municipal Airport-Butler Field","MN","MPX","MPX","America/Chicago",44.85961,-94.38551
"KHCO","Hallock Municipal Airport","MN","FGF","MVX","America/Chicago",48.75245,-96.93759
"KHIB","Chisholm-Hibbing Airport","MN","DLH","DLH","America/Chicago",47.38039,-92.83245
"KBDH","Willmar Municipal Airport - John L. Rice Field","MN","MPX","MPX","America/Chicago",45.11113,-95.12583
"KINL","Falls International Airport","MN","DLH","DLH","America/Chicago",48.55944,-93.39556
"KJKJ","Moorhead Municipal Airport","MN","FGF","MVX","America/Chicago",46.8404,-96.65442
"KJMR","Mora Municipal Airport","MN","MPX","MPX","America/Chicago",45.88863,-93.26901
"KLJF","Litchfield Municipal Airport","MN","MPX","MPX","America/Chicago",45.09485,-94.50837
"KLVN","Minneapolis, Airlake Airport","MN","MPX","MPX","America/Chicago",44.62778,-93.22806
"KLXL","Little Falls, Little Falls/Morrison County Airport-Lindbergh Field","MN","MPX","MPX","America/Chicago",45.95,-94.35
"KMGG","Maple Lake, Maple Lake Municipal Airport","MN","MPX","MPX","America/Chicago",45.23535,-93.98959
"KMIC","Minneapolis, Crystal Airport","MN","MPX","MPX","America/Chicago",45.0625,-93.35083
"KMJQ","Jackson, Jackson Municipal Airport","MN","FSD","FSD","America/Chicago",43.65,-94.98333
"KMKT","Mankato, Mankato Regional Airport","MN","MPX","MPX","America/Chicago",44.21667,-93.91667
"KMML","Marshall, Southwest Minnesota Regional Airport - Marshall/Ryan Field","MN","FSD","FSD","America/Chicago",44.45,-95.81667
"KMOX","Morris, Morris Municipal Airport","MN","MPX","ABR","America/Chicago",45.56667,-95.96667
"KMSP","Minneapolis, Minneapolis-St. Paul International Airport","MN","MPX","MPX","America/Chicago",44.88306,-93.22889
"KMVE","Montevideo-Chippewa County Airport","MN","MPX","MPX","America/Chicago",44.96749,-95.71159
"KMWM","Windom Municipal Airport","MN","FSD","FSD","America/Chicago",43.90999,-95.10723
"KMZH","Moose Lake Carlton County Airport","MN","DLH","DLH","America/Chicago",46.41632,-92.80491
"KONA","Winona, Winona Municipal Airport-Max Conrad Field","MN","ARX","ARX","America/Chicago",44.08333,-91.7
"KORB","Orr Regional Airport","MN","DLH","DLH","America/Chicago",48.01707,-92.85376
"KOTG","Worthington, Worthington Municipal Airport","MN","FSD","FSD","America/Chicago",43.65,-95.58333
"KOVL","Olivia Regional Airport","MN","MPX","MPX","America/Chicago",44.77923,-95.03033
"KOWA","Owatonna Degner Regional Airport","MN","MPX","MPX","America/Chicago",44.11907,-93.25687
"KPKD","Park Rapids Municipal Airport","MN","FGF","MVX","America/Chicago",46.89968,-95.06681
"KPNM","Princeton","MN","MPX","MPX","America/Chicago",45.56425,-93.60801
"KPQN","Pipestone Municipal Airport","MN","FSD","FSD","America/Chicago",43.98542,-96.29764
"KPWC","Pine River Regional Airport","MN","DLH","DLH","America/Chicago",46.72654,-94.38485
"KROS","Rush City Regional Airport","MN","MPX","MPX","America/Chicago",45.69628,-92.95424
"KROX","Roseau, Roseau Municipal Airport/Rudy Billberg Field","MN","FGF","MVX","America/Chicago",48.85,-95.7
"KRRT","Warroad International Memorial Airport","MN","FGF","MVX","America/Chicago",48.93183,-95.34046
"KRST","Rochester, Rochester International Airport","MN","ARX","ARX","America/Chicago",43.90417,-92.49167
"KRWF","Redwood Falls Municipal Airport","MN","MPX","MPX","America/Chicago",44.54828,-95.08042
"KSAZ","Staples, Staples Municipal Airport","MN","FGF","MPX","America/Chicago",46.38083,-94.80667
"KSGS","South St. Paul Municipal-Richard E. Flemi","MN","MPX","MPX","America/Chicago",44.86006,-93.03203
"KSTC","St. Cloud Regional Airport","MN","MPX","MPX","America/Chicago",45.54415,-94.05165
"KSTP","Downtown Holman Field","MN","MPX","MPX","America/Chicago",44.93237,-93.05588
"KTOB","Dodge Center Airport","MN","ARX","MPX","America/Chicago",44.02026,-92.8295
"KTVF","Thief River Falls, Thief River Falls Regional Airport","MN","FGF","MVX","America/Chicago",48.06667,-96.18333
"KTWM","Two Harbors","MN","DLH","DLH","America/Chicago",47.05,-91.75
"KULM","New Ulm Municipal Airport","MN","MPX","MPX","America/Chicago",44.32274,-94.50244
"KVVV","Ortonville, Ortonville Muncipal-Martinson Field Airport","MN","ABR","ABR","America/Chicago",45.30556,-96.42444
"KVWU","Waskish Municipal Airport","MN","FGF","MVX","America/Chicago",48.15014,-94.512
"KXVG","Longville, Longville Municipal Airport","MN","DLH","DLH","America/Chicago",46.99028,-94.20389
"KCFE","Buffalo, Buffalo Municipal Airport","MN","MPX","MPX","America/Chicago",45.15889,-93.84306
"KGDB","Granite Falls, Granite Falls Municipal Airport/Lenzen-Roe Memorial Field","MN","MPX","MPX","America/Chicago",44.75306,-95.55583
"KHZX","Mc Gregor - Isedor Iverson Airport","MN","DLH","DLH","America/Chicago",46.61904,-93.31267
"KDVP","Slayton Municipal Airport","MN","FSD","FSD","America/Chicago",43.99055,-95.78102
"KLYV","Quentin Aanenson Field Airport","MN","FSD","FSD","America/Chicago",43.62166,-96.21394
"KSYN","Stanton Airfield","MN","MPX","MPX","America/Chicago",44.47362,-93.01448
"KTKC","Tracy, Tracy Municipal Airport","MN","FSD","FSD","America/Chicago",44.24951,-95.61189
"KCNB","Canby Airfield","MN","MPX","FSD","America/Chicago",44.7295,-96.266
"KY63","Elbow Lake Municipal Airport","MN","FGF","ABR","America/Chicago",45.98837,-95.99353
"K14Y","Todd Field Airport","MN","MPX","MPX","America/Chicago",45.90171,-94.87275
"K04W","Hinckley Field of Dreams Airport","MN","DLH","DLH","America/Chicago",46.02437,-92.89905
"KD39","Sauk Centre Municipal Airport","MN","MPX","MPX","America/Chicago",45.70566,-94.93084
"K21D","Lake Elmo Airport","MN","MPX","MPX","America/Chicago",45.0002,-92.8549
"K9MN","Rochester - St. Mary's Hospital Heliport","MN","ARX","ARX","America/Chicago",44.0206,-92.48286
"K3N8","Mahnomen County Airport","MN","FGF","MVX","America/Chicago",47.2605,-95.9281
"KY49","Walker Municipal Airport","MN","DLH","DLH","America/Chicago",47.1595,-94.6453
"KRYM","Ray S Miller Army Airfield","MN","MPX","MPX","America/Chicago",46.08997,-94.35986
"KAIZ","Kaiser Lake Ozark, Lee C Fine Memorial Airport","MO","SGF","SGF","America/Chicago",38.1,-92.55
"KCDJ","Chillicothe, Chillicothe Agri-Science Center","MO","EAX","EAX","America/Chicago",39.81667,-93.58333
"KCGI","Cape Girardeau, Cape Girardeau Regional Airport","MO","PAH","PAH","America/Chicago",37.22556,-89.57833
"KCOU","Columbia, Columbia Regional Airport","MO","LSX","LSX","America/Chicago",38.81694,-92.21833
"KDMO","Sedalia, Sedalia Memorial Airport","MO","EAX","EAX","America/Chicago",38.71222,-93.17444
"KFAM","Farmington Airport","MO","LSX","LSX","America/Chicago",37.76667,-90.43333
"KIRK","Kirksville, Kirksville Regional Airport","MO","EAX","EAX","America/Chicago",40.09722,-92.54333
"KJEF","Jefferson City, Jefferson City Memorial Airport","MO","LSX","LSX","America/Chicago",38.59444,-92.15583
"KJLN","Joplin, Joplin Regional Airport","MO","SGF","SGF","America/Chicago",37.15611,-94.50056
"KLXT","Lee's Summit, Lee's Summit Municipal Airport","MO","EAX","EAX","America/Chicago",38.95972,-94.37167
"KMCI","Kansas City, Kansas City International Airport","MO","EAX","EAX","America/Chicago",39.29722,-94.73056
"KMKC","Kansas City, Kansas City Downtown Airport","MO","EAX","EAX","America/Chicago",39.12083,-94.59694
"KPOF","Poplar Bluff, Poplar Bluff Municipal Airport","MO","PAH","PAH","America/Chicago",36.77056,-90.32222
"KSET","St. Charles, St. Charles County Smartt Airport","MO","LSX","LSX","America/Chicago",38.93056,-90.4325
"KSGF","Springfield, Springfield Regional Airport","MO","SGF","SGF","America/Chicago",37.23972,-93.38972
"KSTJ","St. Joseph, Rosecrans Memorial Airport","MO","EAX","EAX","America/Chicago",39.76806,-94.90917
"KSTL","St. Louis Lambert International Airport","MO","LSX","LSX","America/Chicago",38.7525,-90.37361
"KSUS","St. Louis, Spirit Of St. Louis Airport","MO","LSX","LSX","America/Chicago",38.65722,-90.65583
"KSZL","Whiteman Air Force Base","MO","EAX","EAX","America/Chicago",38.73333,-93.55
"KTBN","Fort Leonard Wood","MO","SGF","SGF","America/Chicago",37.73333,-92.13333
"KUNO","West Plains, West Plains Municipal Airport","MO","SGF","SGF","America/Chicago",36.87917,-91.905
"KVIH","Rolla / Vichy, Rolla National Airport","MO","SGF","LSX","America/Chicago",38.13194,-91.76528
"KMHL","Marshall Memorial Municipal Airport","MO","EAX","EAX","America/Chicago",39.0955,-93.2028
"KMBY","MOBERLY","MO","EAX","LSX","America/Chicago",39.46383,-92.427
"KMYJ","Mexico Memorial Airport","MO","LSX","LSX","America/Chicago",39.1575,-91.8183
"KHAE","Hannibal Regional Airport","MO","LSX","LSX","America/Chicago",39.7252,-91.4439
"KSIK","Sikeston Memorial Municipal Airport","MO","PAH","PAH","America/Chicago",36.8989,-89.5618
"KLRY","Harrisonville Lawrence Smith Memorial Airport","MO","EAX","EAX","America/Chicago",38.611,-94.3421
"KEVU","Maryville Northwest Missouri Regional Airport","MO","EAX","OAX","America/Chicago",40.3525,-94.915
"KRCM","Skyhaven Airport","MO","EAX","EAX","America/Chicago",38.7842,-93.8029
"KLBO","LEBANON","MO","SGF","SGF","America/Chicago",37.64833,-92.6525
"KMAW","Malden Municipal Airport","MO","MEG","PAH","America/Chicago",36.6005,-89.9922
"KRAW","Warsaw Municipal Airport","MO","SGF","EAX","America/Chicago",38.3469,-93.3454
"KBBG","Branson","MO","SGF","SGF","America/Chicago",36.5321,-93.2005
"KHFJ","Monett","MO","SGF","SGF","America/Chicago",36.9062,-94.0128
"KGLY","Clinton, MO","MO","EAX","EAX","America/Chicago",38.3566,-93.6842
"KOZS","Camdenton Memorial Airport","MO","SGF","SGF","America/Chicago",37.974,-92.6912
"KVER","Jesse Viertel Memorial Airport","MO","EAX","EAX","America/Chicago",38.94672,-92.68267
"KFYG","Washington Regional Airport","MO","LSX","LSX","America/Chicago",38.5876,-90.9938
"KGPH","Mosby Midwest National Air Center Airport","MO","EAX","EAX","America/Chicago",39.3325,-94.3096
"KFWB","Branson West Muni - Emerson Field","MO","SGF","SGF","America/Chicago",36.6985,-93.4022
"KTKX","Kennett - Kennett Memorial Airport","MO","MEG","NQA","America/Chicago",36.22256,-90.03671
"KPCD","Perryville Regional Airport","MO","PAH","LSX","America/Chicago",37.86867,-89.86214
"KEZZ","Cameron Memorial Airport","MO","EAX","EAX","America/Chicago",39.72756,-94.27639
"KBIX","Keesler Air Force Base / Biloxi","MS","LIX","MOB","US/Central",30.41667,-88.91667
"KCBM","Columbus Air Force Base","MS","JAN","GWX","America/Chicago",33.65,-88.45
"KGLH","Greenville, Mid Delta Regional Airport","MS","JAN","DGX","America/Chicago",33.48278,-90.98556
"KGPT","Gulfport - Gulfport-Biloxi International Airport","MS","LIX","LIX","America/Chicago",30.41194,-89.08083
"KGTR","Columbus/West Point/Starkville, Golden Triangle Regional Airport","MS","JAN","GWX","America/Chicago",33.45,-88.58333
"KGWO","Greenwood, Greenwood-LeFlore Airport","MS","JAN","DGX","America/Chicago",33.4925,-90.08361
"KHBG","Hattiesburg, Bobby L Chain Municipal Airport","MS","JAN","MOB","America/Chicago",31.26945,-89.25613
"KHEZ","Natchez, Hardy-Anders Field Natchez-Adams County Airport","MS","JAN","DGX","America/Chicago",31.61593,-91.29724
"KHKS","Jackson, Hawkins Field Airport","MS","JAN","DGX","America/Chicago",32.33472,-90.2225
"KHSA","Bay St. Louis, Stennis International Airport","MS","LIX","LIX","America/Chicago",30.36778,-89.45472
"KJAN","Jackson, Jackson International Airport","MS","JAN","DGX","America/Chicago",32.31972,-90.0775
"KLUL","LAUREL/NOBLE FIELD","MS","JAN","DGX","America/Chicago",31.67,-89.17
"KMCB","McComb, McComb / Pike County / John E Lewis Field Airport","MS","LIX","LIX","America/Chicago",31.17833,-90.47194
"KMEI","Meridian, Key Field","MS","JAN","DGX","America/Chicago",32.33806,-88.74778
"KNMM","Meridian, Meridian Naval Air Station - McCain Field","MS","JAN","DGX","America/Chicago",32.55194,-88.55528
"KOLV","Olive Branch, Olive Branch Airport","MS","MEG","NQA","America/Chicago",34.97889,-89.78694
"KPIB","Hattiesburg/Laurel, Hattiesburg-Laurel Regional Airport","MS","JAN","DGX","America/Chicago",31.46667,-89.33333
"KPQL","Moss Point - Trent Lott International Airport","MS","LIX","MOB","America/Chicago",30.46305,-88.53155
"KTUP","Tupelo, Tupelo Regional Airport","MS","MEG","GWX","America/Chicago",34.26806,-88.77
"KUOX","Oxford, University-Oxford Airport","MS","MEG","NQA","America/Chicago",34.38444,-89.53556
"KVKS","Vicksburg Municipal","MS","JAN","DGX","America/Chicago",32.23333,-90.93333
"KUTA","Tunica, Tunica Municipal Airport","MS","MEG","NQA","America/Chicago",34.68083,-90.34639
"KDLP","WEST DELTA OIL PLATFORM","MS","LIX","LIX","US/Central",29.12,-89.55
"KCKM","Fletcher Field, Clarksdale","MS","MEG","NQA","America/Chicago",34.2997,-90.5123
"KSTF","George M Bryan Airport, Starkville","MS","JAN","GWX","America/Chicago",33.4331,-88.8486
"KCRX","Corinth","MS","MEG","GWX","America/Chicago",34.915,-88.6035
"KM40","Monroe County Airport","MS","MEG","GWX","America/Chicago",33.87375,-88.489667
"KJVW","JB Williams Airport","MS","JAN","DGX","America/Chicago",32.30447,-90.41053
"KIKT","Nakika Subsea Development Platform","MS","LIX","LIX","US/Central",28.5208,-88.2889
"KRNV","Cleveland Municipal Airport","MS","JAN","DGX","America/Chicago",33.7611,-90.7579
"K0R0","Columbia-Marion County Airport","MS","JAN","LIX","America/Chicago",31.297,-89.8128
"K5A6","Winona-Montgomery County Airport","MS","JAN","DGX","America/Chicago",33.465,-89.7302
"KMBO","Madison Bruce Campbell Field Airport","MS","JAN","DGX","America/Chicago",32.4384,-90.1014
"KPMU","Batesville Panola County","MS","MEG","NQA","America/Chicago",34.3635,-89.8929
"KBHK","Baker, Baker Municipal Airport","MT","BYZ","UDX","America/Denver",46.34778,-104.2575
"KBIL","Billings, Billings Logan International Airport","MT","BYZ","BLX","America/Denver",45.80694,-108.54222
"KBTM","Butte, Bert Mooney Airport","MT","MSO","MSX","America/Denver",45.95472,-112.4975
"KBZN","Bozeman, Gallatin Field","MT","TFX","TFX","America/Denver",45.78806,-111.16083
"KCTB","Cut Bank, Cut Bank Municipal Airport","MT","TFX","TFX","America/Denver",48.60833,-112.37611
"KDLN","Dillon, Dillon Airport","MT","TFX","MSX","America/Denver",45.2575,-112.55444
"KGDV","Glendive, Dawson Community Airport","MT","GGW","GGW","America/Denver",47.13333,-104.8
"KGFA","Malmstrom Air Force Base","MT","TFX","TFX","America/Denver",47.5,-111.18333
"KGGW","Glasgow, Glasgow International Airport","MT","GGW","GGW","America/Denver",48.21389,-106.62139
"KGTF","Great Falls, Great Falls International Airport","MT","TFX","TFX","America/Denver",47.47333,-111.38222
"KHLN","Helena Regional Airport","MT","TFX","TFX","America/Denver",46.60445,-111.9892
"KHVR","Havre, Havre City-County Airport","MT","TFX","TFX","America/Denver",48.54278,-109.76333
"KJDN","Jordan, Jordan Airport","MT","GGW","GGW","America/Denver",47.32583,-106.9475
"KLVM","Livingston, Mission Field Airport","MT","BYZ","BLX","America/Denver",45.69944,-110.44833
"KLWT","Lewistown, Lewistown Municipal Airport","MT","TFX","BLX","America/Denver",47.04917,-109.46639
"KMLP","Mullan Pass, Mullan Pass Vor","MT","MSO","MSX","America/Los_Angeles",47.45417,-115.66972
"KMLS","Miles City, Frank Wiley Field Airport","MT","BYZ","GGW","America/Denver",46.42806,-105.88639
"KMSO","Missoula, Missoula International Airport","MT","MSO","MSX","America/Denver",46.92083,-114.0925
"KOLF","Wolf Point, Clayton Airport","MT","GGW","GGW","America/Denver",48.09444,-105.57722
"KSDY","Sidney-Richland","MT","GGW","GGW","America/Denver",47.7,-104.2
"KWYS","West Yellowstone","MT","TFX","SFX","America/Denver",44.68333,-111.11667
"KGPI","Kalispell, Glacier Park International Airport","MT","MSO","MSX","America/Denver",48.30417,-114.26361
"KEKS","Ennis - Big Sky Airport","MT","TFX","TFX","America/Denver",45.27436,-111.64886
"KM75","Malta Airport","MT","GGW","GGW","America/Denver",48.36694,-107.91934
"KMVH","N BAR Ranch Airport","MT","TFX","BLX","America/Denver",46.8381,-108.9368
"K2DP","Dare County Gunnery Range","NC","MHX","MHX","America/New_York",35.66667,-75.9
"KAKH","Gastonia Municipal Airport","NC","GSP","GSP","America/New_York",35.19687,-81.15545
"KASJ","Ahoskie, Tri-County Airport","NC","AKQ","AKQ","America/New_York",36.2975,-77.17083
"KAVL","Asheville, Asheville Regional Airport","NC","GSP","GSP","America/New_York",35.43194,-82.5375
"KBUY","Burlington Alamance Regional Airport","NC","RAH","RAX","America/New_York",36.04753,-79.47375
"KCLT","Charlotte, Charlotte / Douglas International Airport","NC","GSP","GSP","America/New_York",35.21333,-80.94861
"KCPC","Whiteville, Columbus County Municipal Airport","NC","ILM","LTX","America/New_York",34.27278,-78.715
"KCTZ","Sampson County Airport","NC","RAH","RAX","America/New_York",34.97522,-78.36276
"KDPL","Duplin County Airport","NC","MHX","RAX","America/New_York",34.99942,-77.97995
"KECG","Elizabeth City C/G Regional Airport","NC","AKQ","AKQ","America/New_York",36.25771,-76.1716
"KEDE","Edenton, Northeastern Regional Airport","NC","AKQ","AKQ","America/New_York",36.02778,-76.56722
"KEQY","Monroe, Monroe Airport","NC","GSP","CAE","America/New_York",35.01694,-80.62056
"KEWN","New Bern, Craven County Regional Airport","NC","MHX","MHX","America/New_York",35.0675,-77.04722
"KEXX","Lexington, Davidson County Airport","NC","RAH","FCX","America/New_York",35.78111,-80.30389
"KFAY","Fayetteville, Fayetteville Regional Airport","NC","RAH","RAX","America/New_York",34.98944,-78.88
"KFBG","Fort Bragg / Simmons Army Airfield","NC","RAH","RAX","America/New_York",35.1314,-78.93158
"KFQD","Rutherfordton, Rutherford County-Marchman Field Airport","NC","GSP","GSP","America/New_York",35.42833,-81.935
"KGEV","Jefferson - Ashe County Airport","NC","RNK","FCX","America/New_York",36.43333,-81.41667
"KGSB","Seymour-Johnson Air Force Base","NC","RAH","RAX","America/New_York",35.34457,-77.94583
"KGSO","Greensboro, Piedmont Triad International Airport","NC","RAH","FCX","America/New_York",36.0975,-79.94361
"KGWW","Goldsboro, Goldsboro-Wayne Municipal Airport","NC","RAH","RAX","America/New_York",35.46056,-77.965
"KHBI","Asheboro, Asheboro Municipal Airport","NC","RAH","RAX","America/New_York",35.65389,-79.895
"KHFF","Mackall U. S. Army Airfield","NC","RAH","RAX","America/New_York",35.03333,-79.5
"KHKY","Hickory, Hickory Regional Airport","NC","GSP","GSP","America/New_York",35.74222,-81.38222
"KHNZ","Henderson-Oxford Airport","NC","RAH","RAX","America/New_York",36.36352,-78.52889
"KHRJ","Erwin, Harnett County Airport","NC","RAH","RAX","America/New_York",35.37861,-78.73361
"KHSE","Hatteras, Mitchell Field","NC","MHX","MHX","America/New_York",35.23222,-75.6225
"KILM","Wilmington International Airport","NC","ILM","LTX","America/New_York",34.26681,-77.89987
"KINT","Winston Salem, Smith Reynolds Airport","NC","RAH","FCX","America/New_York",36.13333,-80.22472
"KIPJ","Lincolnton, Lincolnton-Lincoln County Regional Airport","NC","GSP","GSP","America/New_York",35.48306,-81.16139
"KISO","Kinston, Kinston Regional Jetport at Stallings Field","NC","MHX","RAX","America/New_York",35.33333,-77.61667
"KJNX","Smithfield, Johnston County Airport","NC","RAH","RAX","America/New_York",35.54083,-78.39028
"KJQF","Concord Regional Airport","NC","GSP","GSP","America/New_York",35.38963,-80.70735
"KMEB","Laurinburg Maxton Airport","NC","RAH","LTX","America/New_York",34.79132,-79.3683
"KMQI","Manteo / Dare County Regional","NC","MHX","MHX","America/New_York",35.91667,-75.7
"KMRH","Beaufort Smith Field","NC","MHX","MHX","America/New_York",34.73259,-76.6566
"KMRN","Morganton-Lenoir Airport","NC","GSP","GSP","America/New_York",35.81922,-81.60971
"KMWK","Mount Airy/Surry County Airport","NC","RNK","FCX","America/New_York",36.45675,-80.55483
"KNCA","MCAS New River","NC","MHX","MHX","America/New_York",34.70627,-77.44066
"KNJM","Bogue Field Marine Corps Auxiliary Field","NC","MHX","MHX","America/New_York",34.69403,-77.02945
"KNKT","Cherry Point Marine Corps Air Station","NC","MHX","MHX","America/New_York",34.89719,-76.88135
"KOAJ","Jacksonville, Albert J Ellis Airport","NC","MHX","MHX","America/New_York",34.83333,-77.61667
"KOCW","Washington, Warren Field Airport","NC","MHX","MHX","America/New_York",35.57056,-77.04972
"KPGV","Pitt-Greenville Airport","NC","MHX","RAX","America/New_York",35.63742,-77.38506
"KPOB","Pope Air Force Base","NC","RAH","RAX","America/New_York",35.17531,-79.00771
"KRDU","Raleigh / Durham, Raleigh-Durham International Airport","NC","RAH","RAX","America/New_York",35.89223,-78.78185
"KRHP","Andrews-Murphy Airport","NC","MRX","MRX","America/New_York",35.19394,-83.86182
"KRUQ","Rowan County Airport","NC","GSP","FCX","America/New_York",35.64417,-80.52359
"KRWI","Rocky Mount, Rocky Mount-Wilson Regional Airport","NC","RAH","RAX","America/New_York",35.855,-77.89306
"KSOP","Pinehurst/Southern Pines, Moore County Airport","NC","RAH","RAX","America/New_York",35.23333,-79.4
"KSUT","Brunswick County Airport","NC","ILM","LTX","America/New_York",33.92921,-78.07223
"KSVH","Statesville Municipal Airport","NC","GSP","GSP","America/New_York",35.76362,-80.9473
"KTDF","Roxboro, Person County Airport","NC","RAH","RAX","America/New_York",36.285,-78.98417
"KTNB","Watauga County Hospital Heliport","NC","RNK","FCX","America/New_York",36.19856,-81.65171
"KTTA","Sanford, Sanford-Lee County Regional Airport","NC","RAH","RAX","America/New_York",35.5825,-79.10139
"KUKF","North Wilkesboro, Wilkes County Airport","NC","RNK","FCX","America/New_York",36.21667,-81.08333
"KVUJ","Albemarle, Stanly County Airport","NC","RAH","RAX","America/New_York",35.41667,-80.15083
"K1A5","Macon County Airport","NC","GSP","MRX","America/New_York",35.22277,-83.41497
"KRCZ","Rockingham-Hamlet Airport","NC","RAH","RAX","America/New_York",34.89545,-79.75755
"KEHO","Shelby Municipal Airport","NC","GSP","GSP","America/New_York",35.25563,-81.59858
"KEYF","Curtis L Brown Jr. Field Airport","NC","ILM","LTX","America/New_York",34.60418,-78.57902
"KFFA","Kill Devil Hills, First Flight Airport","NC","MHX","AKQ","America/New_York",36.01667,-75.66667
"KLHZ","Franklin County Airport","NC","RAH","RAX","America/New_York",36.02288,-78.33405
"KNBT","Piney Island, Bt-11 Bombing Range","NC","MHX","MHX","America/New_York",35.02222,-76.4625
"KONX","Currituck, Currituck County Airport","NC","AKQ","AKQ","America/New_York",36.39889,-76.01611
"KSIF","Reidsville, Rockingham County NC Shiloh Airport","NC","RNK","FCX","America/New_York",36.43722,-79.85083
"KAFP","Anson County Airport","NC","RAH","CAE","America/New_York",35.01944,-80.07836
"K24A","Jackson County Airport","NC","GSP","MRX","America/New_York",35.3159,-83.2071
"KETC","Tarboro-Edgecombe Airport","NC","RAH","RAX","America/New_York",35.9373,-77.54648
"KIXA","Halifax-Northampton Regional Airport","NC","RAH","AKQ","America/New_York",36.33,-77.635
"KSCR","Siler City Municipal Airport","NC","RAH","RAX","America/New_York",35.7043,-79.5043
"K7W6","Hyde County Airport","NC","MHX","MHX","America/New_York",35.56204,-75.95566
"KFAR","Fargo, Hector International Airport","ND","FGF","MVX","America/Chicago",46.92528,-96.81111
"KJMS","Jamestown, Jamestown Municipal Airport","ND","BIS","MVX","America/Chicago",46.92972,-98.67833
"KDVL","Devils Lake, Devils Lake Municipal Airport","ND","FGF","MVX","America/Chicago",48.11667,-98.91667
"KRDR","Grand Forks Air Force Base","ND","FGF","MVX","America/Chicago",47.96667,-97.4
"KGFK","Grand Forks, Grand Forks International Airport","ND","FGF","MVX","America/Chicago",47.94806,-97.1825
"KBIS","Bismarck, Bismarck Municipal Airport","ND","BIS","BIS","America/Chicago",46.7825,-100.75722
"KDIK","Dickinson, Dickinson Municipal Airport","ND","BIS","BIS","America/Denver",46.79722,-102.80194
"KISN","Williston, Sloulin Field International Airport","ND","BIS","MBX","America/Chicago",48.17389,-103.63667
"KMIB","Minot Air Force Base","ND","BIS","MBX","America/Chicago",48.41667,-101.35
"KMOT","Minot International Airport","ND","BIS","MBX","America/Chicago",48.25203,-101.2689
"KN60","Garrison","ND","BIS","MBX","America/Chicago",47.64583,-101.43944
"KHEI","Hettinger, Hettinger Municipal Airport","ND","BIS","BIS","America/Denver",46.01056,-102.64972
"KBWP","Wahpeton, Harry Stern Airport","ND","FGF","MVX","America/Chicago",46.24389,-96.60722
"K2C8","CAVALIER","ND","FGF","MVX","America/Chicago",48.78377,-97.62964
"KGAF","GRAFTON","ND","FGF","MVX","America/Chicago",48.4,-97.37
"K06D","ROLLA","ND","BIS","MBX","America/Chicago",48.88,-99.62
"KRUG","RUGBY","ND","BIS","MBX","America/Chicago",48.38,-100.02
"K46D","CARRINGTON","ND","BIS","MVX","America/Chicago",47.45,-99.15
"K7L2","LINTON","ND","BIS","BIS","America/Chicago",46.22,-100.25
"KHZE","HAZEN","ND","BIS","BIS","America/North_Dakota/Beulah",47.28,-101.58
"KD50","CROSBY","ND","BIS","MBX","America/Chicago",48.93,-103.3
"KD60","TIOGA","ND","BIS","MBX","America/Chicago",48.38,-102.9
"KY19","MANDAN","ND","BIS","BIS","America/North_Dakota/New_Salem",46.77,-100.9
"KS25","WATFORD CITY","ND","BIS","MBX","America/Chicago",47.8,-103.25
"K20U","BEACH","ND","BIS","GGW","America/Denver",46.93,-103.98
